attr_name	tumor_breast_1	tumor_breast_2	tumor_breast_3	tumor_breast_4	tumor_breast_5	tumor_breast_6
PPP1R13L	6.08083603277351	6.0912875037788	6.49175501343574	6.15839766647242	5.86912943292331	7.20765619336798
PPP1R9A	3.17974836411186	2.41037926513098	2.43035794196538	2.71071666415133	2.40280003895669	3.22390382407926
PPP6R3	6.04680879014385	5.24542030497076	5.02149897427028	5.51059223302202	5.07736556327797	4.79681709652367
PRRG3	3.86000023794547	4.02884171855162	3.28028705070484	2.88929468259957	3.56739976092035	3.38671656630302
PSMD6-AS2	5.1333964735488	4.31213192485554	4.85356615289835	4.94746605295284	4.94057354357102	4.73001416594889
PTGER4	8.05148666550877	7.72962011662563	7.85251995409671	8.5479820236974	8.73494222974927	7.79755908292294
PTGS2	4.34471242189367	4.25130196340157	4.98421691659192	4.6001579375447	6.29902872567329	3.52225536528176
PTX3	2.84400071946249	2.38410557070438	2.73471619223496	2.89374868882112	2.81114459031233	3.34834787883729
RAB31	10.1136721311081	9.93344685336291	8.3130794846064	9.23040680579489	9.72709830579199	9.55248267112503
RASD1	7.3999971541311	6.47401634503263	6.67487792972193	8.38766630212584	7.03392373967764	7.53807641270081
RBP7	6.56335871353801	5.44625210633771	5.56524716190665	6.04952420882722	5.65995212447311	4.88784647096755
RELN	6.36221390710662	8.21325518620754	6.66195945731625	5.52668392925945	6.98474237694913	4.82859014520202
RERGL	3.33420063279271	3.58529317208875	3.47525002318411	3.58480047973365	3.66459442214446	3.34716375604272
REV1	7.9347871068695	6.62251005730586	7.29162252419671	7.22611892179556	6.96195622991573	6.97987212750567
