attr_name	Tumor_breast_1	Tumor_breast_8	Tumor_breast_2	Tumor_breast_9	Tumor_breast_3	Tumor_breast_10	Tumor_breast_4	Tumor_breast_11	Tumor_breast_5	Tumor_breast_12	Tumor_breast_6	Tumor_breast_13	Tumor_breast_7	Tumor_breast_14	Tumor_breast_15
TIMP4	5.04439411935845	10.1935253605012	9.33985000288462	6.10852445677817	2.32192809488736	1.58496250072116	3.58496250072116	5	2.8073549220576	7.45121111183233	4.8073549220576	1	8.4797802640291	7.98299357469431	5.16992500144231
SYN2	4.52356195605701	7.20945336562895	6.14974711950468	4.16992500144231	7.49984588708321	8.38801728534514	2.58496250072116	5.4594316186373	8.3037807481771	5.6724253419715	5.78135971352466	8.10852445677817	7.02236781302845	5.93073733756289	4.58496250072116
KIT	7.29462074889163	9.62935662007961	10.0416591516372	10.7082217300384	9.95564990752837	9.84392105128904	9.93516504960369	10.6768386064742	10.4757334309664	7.39231742277876	10.9498267107591	7.90689059560852	10.3037807481771	10.0416591516372	9.30606168942834
CCNB2	11.5318687751776	9.59432460392485	10.3083390301394	10.4199601778479	10.9787104591064	11.9355334129507	11.5092801680879	11.7355560239115	10.6847486204216	10.243173983473	10.4367115421372	11.8301190254445	8.76487159073609	9.67065624911844	9.89784545600551
KCNJ6	2	6.22881869049588	6.5077946401987	3.16992500144231	6.96578428466209	3.16992500144231	5.8073549220576	6.53915881110803	5.4262647547021	7.02236781302845	3.58496250072116	2.8073549220576	5.24792751344359	4.52356195605701	1.58496250072116
CABP1	4.52356195605701	4.75488750216347	5.49185309632967	3.32192809488736	3.32192809488736	2	2.8073549220576	5.20945336562895	4	4.70043971814109	4.16992500144231	3.70043971814109	4.24792751344359	4.64385618977472	3.8073549220576
H2BC5	13.3328757311527	10.1649069266757	12.3202364452416	11.873828574887	10.6759570329417	9.39231742277876	9.40087943628218	11.9439799143437	9.59618975614441	13.8059453518029	12.946358033887	10.0901124196643	11.1996723448364	11.9996477365284	11.8959538928122
CDC25C	7.45121111183233	7.48381577726426	8.1548181090521	8.33091687811462	9.14974711950468	8.61102479730735	9.06339508128851	7.39231742277876	7.95419631038687	8.24317398347295	9.40087943628218	8.80413102118332	8.20945336562895	9.50977500432694	8.06069593168755
H4C8	11.1465686757408	8.25738784269265	12.5102696708982	11.3695973462787	12.6926155016946	7.61470984411521	7.60733031374961	12.1689854409787	8.62570884306447	12.9240701855853	11.526988205432	9.49785183695112	9.43671154213721	12.6628908591391	10.007027266894
KCNB1	5.4594316186373	5.12928301694497	9.05256805080415	9.17990909001493	4.90689059560852	3.4594316186373	4.75488750216347	5.32192809488736	6.70043971814109	5.12928301694497	5.20945336562895	4.52356195605701	5.35755200461808	7.52356195605701	7.07681559705083
PFKFB1	5.7279204545632	5.04439411935845	6.58496250072116	6.14974711950468	4	4.32192809488736	4.16992500144231	4.95419631038687	4.08746284125034	6.90689059560852	7.68650052718322	5.32192809488736	4.90689059560852	6.20945336562895	5.12928301694497
ALAS2	3.4594316186373	0	0	1.58496250072116	0	1	2	1.58496250072116	1.58496250072116	2	2	2.58496250072116	2.8073549220576	0	0
ITLN2	1	1.58496250072116	3.90689059560852	0	0	5.20945336562895	1	0	3.90689059560852	6.65821148275179	1	5.39231742277876	0	0	0
HOXB13	2	6.75488750216347	6.10852445677817	3.4594316186373	8.08214904135387	1	9.65463602852797	9.27146302790437	5.85798099512757	0	10.0402897210257	11.5435152161522	0	9.36850646150769	4.24792751344359
IGF2BP1	7.02236781302845	3.8073549220576	4.75488750216347	2.58496250072116	3.4594316186373	3	2.58496250072116	7.05528243550119	11.2306209331299	1.58496250072116	2.32192809488736	5	6.28540221886225	4.32192809488736	4.4594316186373
CES5A	0	0	1	0	0	2	4.75488750216347	5.83289001416474	0	2.58496250072116	0	1	0	5.16992500144231	0
ISL2	5	0	1	1.58496250072116	4	2.8073549220576	6.04439411935845	2.32192809488736	2.8073549220576	1	1	4.64385618977472	0	0	0
TEPP	2.32192809488736	3.8073549220576	3	1.58496250072116	0	0	1.58496250072116	0	2.58496250072116	0	3.4594316186373	2.58496250072116	1	2	2.58496250072116
CILP2	9.04712391211403	11.6082548219779	9.82177398197057	9.11113567023471	7.23840473932508	5.4594316186373	8.59618975614441	12.8603110549195	9.72280753116955	8.04984854945056	10.2443638351205	5	11.6298119443822	11.4614794472862	8.23840473932508
S100B	6.35755200461808	7.07681559705083	8.17990909001493	5.61470984411521	3.4594316186373	4.4594316186373	6.33985000288462	7.44294349584873	5.08746284125034	5.93073733756289	5.75488750216347	5.39231742277876	5.55458885167764	8.44708322620965	5.6724253419715
TLCD1	11.0175044011094	10.2842457498297	10.1873520732005	9.52160043972373	11.5910547740368	11.4288835520102	9.04984854945056	10.713386514937	8.18487534290828	8.55074678538324	9.95855271543101	9.66888498426625	7.93663793900257	8.01680828768655	10.270295326472
RECQL4	11.1799090900149	10.6987046667703	9.18239435340453	9.62021982550749	8.64385618977473	10.8749813476538	12.2057932493972	10.9701058906122	10.4408691676109	9.95419631038687	9.87958324961278	11.2825093062408	9.43254190038826	9.50581155391959	10.0953970227926
DCD	3	1	2	0	13.7409402054259	1	1.58496250072116	0	2	0	0	3	3.32192809488736	0	0
CD300LG	5.6724253419715	5.35755200461808	4.90689059560852	5.32192809488736	2	0	5.49185309632967	3.8073549220576	0	3.16992500144231	4.75488750216347	1	3.4594316186373	9.95274124718649	5.61470984411521
SPC24	10.1459321458205	9.2045711442492	7.18982455888002	8	8.41362792902417	9.4898479604393	9.67948009950545	9.54303182025524	9.17492568250068	8.71080643369935	9.57175264350355	10.800090987625	8.38370429247405	9.04165915163721	8.98868468677217
PRR35	0	0	0	0	0	0	4.58496250072116	3	0	1	2.58496250072116	0	0	3.32192809488736	0
CCDC78	9.68299458368168	11.1221809012598	6.78135971352466	9.22158712126481	5.39231742277876	5.20945336562895	9.12412131182919	7.60733031374961	5.75488750216347	8.89784545600551	9.05799172275918	5.83289001416474	7.21916852046216	7.20945336562895	8.4594316186373
TEDC2	9.63299519714296	8.76487159073609	7.44294349584873	8.61838550225861	7.35755200461808	7.78790255939143	10.8540891798706	8.93073733756289	9.03617361255349	8.33985000288462	8.61470984411521	9.77313920671969	7.81378119121704	7.59245703726808	9.16239132875691
SLC1A7	4.39231742277876	6.7279204545632	5.16992500144231	4.24792751344359	3.16992500144231	2.8073549220576	5.04439411935845	5.35755200461808	4.24792751344359	3	5.93073733756289	0	6.75488750216347	6.98868468677217	5.39231742277876
BRINP3	8.4594316186373	6.20945336562895	0	5.28540221886225	8.24792751344359	0	7.19967234483636	6.94251450533924	2.32192809488736	1	0	7.4262647547021	1	6.32192809488736	0
CADM3	4.08746284125034	5.32192809488736	6.22881869049588	4.32192809488736	4.75488750216347	2.8073549220576	4.90689059560852	5.24792751344359	1.58496250072116	4.64385618977472	5.52356195605701	2.58496250072116	3.90689059560852	6.88264304936184	3.90689059560852
LMX1A	0	3.32192809488736	2.32192809488736	2	0	0	0	2	1	0	3	4.70043971814109	4.32192809488736	3.90689059560852	2
KIF26B	9.88264304936184	12.12153351734	10.8454900509444	11.1879705919842	8.97441458980553	9.12412131182919	7.876516946565	11.8517490414161	11.036860446673	9.9901039638575	12.0940776856719	9.88264304936184	13.116993677547	12.2620948453702	10.3685064615077
PKDCC	7.58496250072116	8.3264294871223	8.2240016741981	6.8703647195834	7.34872815423108	5.64385618977472	7.19967234483636	8.04984854945056	9.20701432017753	9.62021982550749	7.84549005094437	6.98868468677217	6.8073549220576	9.84862294042934	7.59245703726808
PIGR	4.75488750216347	7.06608919045777	7.56224242422107	6.64385618977472	5.49185309632967	4.4594316186373	6.79441586635011	12.0161118382205	11.5612879451648	4.39231742277876	7.37503943134692	18.2740004301798	8.19967234483636	10.393390457444	5.83289001416474
LRRTM1	0	0	1	0	0	0	0	0	0	1.58496250072116	0	0	0	1	0
